Numero Processo,Nome,Data,Protocolo,Título,Texto 3,Texto 4,Texto 5,Texto 6,Texto 7,Texto 8,Texto 9
0036.109115/2022-75,Assessor(a),19/08/2024,0051959925,SEI/RO - 0051959925 - Informação,Informação nº 4210/2024/SESAU-GECOMP,,"Foi anexada aos autos do processo0036.109115/2022-75, em resposta à solicitação feita na Informação (0051843903) novas Planilhas de Referência (0051959554) e (0051959612), por esse setorial.","Adicionalmente,esclarecemos que as informações gerais da contratação, juntamente com os quantitativos atribuídos a equipamentos e insumos, seguiram as diretrizes estabelecidas no Termo de Referência (0047718484) e na SAMS (0051842207).","No que tange à formação do custo dos funcionários, utilizamos como referência a Convenção Coletiva de Trabalho 2024/2025 - RO000094/2024 do Sindicato das Empresas de Asseio, Conservação, Limpeza Pública e Locação de Mão-de-Obra do Estado de Rondônia, para a definição do salário base.","Para o MÓDULO 5 - INSUMOS DIVERSOS realizou-se uma pesquisa de preço específica para os itens mencionados, conforme evidenciado na cotação (0051959664), assegurando, dessa forma, uma abordagem transparente e embasada na estimativa de custos.",
0060.114123/2021-55,Laura Bany de Araujo Pinto,29/08/2023,,SEI/RO - 0040432935 - SAMS,SAMS,,N/A,N/A,N/A,Elaborado por:,Michelma Dantas do N. Higa
0060.114123/2021-55,Gerente,30/08/2023,,SEI/RO - 0040432935 - SAMS,SAMS,,N/A,N/A,N/A,Elaborado por:,Michelma Dantas do N. Higa
0060.114123/2021-55,Gerente,31/08/2023,,SEI/RO - 0040432935 - SAMS,SAMS,,N/A,N/A,N/A,Elaborado por:,Michelma Dantas do N. Higa
0060.114123/2021-55,Michelma Dantas do Nascimento Higa,01/09/2023,,SEI/RO - 0040432935 - SAMS,SAMS,,N/A,N/A,N/A,Elaborado por:,Michelma Dantas do N. Higa
0060.114123/2021-55,Assessor(a),01/09/2023,,SEI/RO - 0040432935 - SAMS,SAMS,,N/A,N/A,N/A,Elaborado por:,Michelma Dantas do N. Higa
0060.114123/2021-55,Assessor(a),01/09/2023,,SEI/RO - 0040432935 - SAMS,SAMS,,N/A,N/A,N/A,Elaborado por:,Michelma Dantas do N. Higa
0060.114123/2021-55,Allan Robert Ramalho Morais,01/09/2023,,SEI/RO - 0040432935 - SAMS,SAMS,,N/A,N/A,N/A,Elaborado por:,Michelma Dantas do N. Higa
0060.114123/2021-55,Coordenador(a),01/09/2023,,SEI/RO - 0040432935 - SAMS,SAMS,,N/A,N/A,N/A,Elaborado por:,Michelma Dantas do N. Higa
0060.114123/2021-55,Coordenador(a),04/09/2023,,SEI/RO - 0040432935 - SAMS,SAMS,,N/A,N/A,N/A,Elaborado por:,Michelma Dantas do N. Higa
0060.114123/2021-55,Jonathan Josias Cosmo de Souza,04/09/2023,,SEI/RO - 0040432935 - SAMS,SAMS,,N/A,N/A,N/A,Elaborado por:,Michelma Dantas do N. Higa
0060.114123/2021-55,Diretor(a) Adjunto(a),04/09/2023,0040432935,SEI/RO - 0040432935 - SAMS,SAMS,,N/A,N/A,N/A,Elaborado por:,Michelma Dantas do N. Higa
0036.584414/2021-12,Izaura Taufmann Ferreira,08/04/2024,,SEI/RO - 0047511570 - Despacho,DESPACHO,De:SUPEL-KAPPA,Para: SUPEL-NP,Processo Nº:  0036.584414/2021-12,Assunto:Assessoramento paraContinuidade do Certame – PE 209/203-SESAU,,"Senhora Coordenadora,"
0036.584414/2021-12,Pregoeiro(a),08/04/2024,0047511570,SEI/RO - 0047511570 - Despacho,DESPACHO,De:SUPEL-KAPPA,Para: SUPEL-NP,Processo Nº:  0036.584414/2021-12,Assunto:Assessoramento paraContinuidade do Certame – PE 209/203-SESAU,,"Senhora Coordenadora,"
0050.071690/2022-18,Pâmela Roberta Rodrigues De Souza,14/05/2024,,SEI/RO - 0048710117 - Despacho,DESPACHO,De:SUPEL-CA,Para: SUPEL-NP,Processo Nº: 0050.071690/2022-18,Assunto:Relatório final e publicações,,"Senhor(a),"
0050.071690/2022-18,Chefe de Unidade,14/05/2024,0048710117,SEI/RO - 0048710117 - Despacho,DESPACHO,De:SUPEL-CA,Para: SUPEL-NP,Processo Nº: 0050.071690/2022-18,Assunto:Relatório final e publicações,,"Senhor(a),"
0060.114123/2021-55,Michelma Dantas do Nascimento Higa,30/08/2023,,SEI/RO - 0041303639 - Informação,Informação nº 2019/2023/SESAU-GECOMP,"Considerando oRegistro de Preços para eventual e futura Aquisição de Equipamentos de Proteção Individual – EPI’S e Equipamentos de Proteção Coletiva - EPC para atender aos setores das unidades hospitalares:Hospital Regional São Francisco do Guaporé -HRSFG;Laboratório Central de Saúde Pública de Rondônia -LACEN;Hospital Infantil Cosme e Damião -HICD;Centro de Medicina Tropical do Estado de Rondônia -CEMETRON;Hospital deRetaguardade Rondônia -HC;Policlínica Oswaldo Cruz -POC;Hospital de Base Doutor Ary Pinheiro -HBAP; Hospital Regional de Buritis -HRB; Centro de Diagnostico por Imagem -CDI,Hospitalde Urgência e Emergência de Cacoal -HEURO,Centro de Diálise de Ariquemes -CDAe Hospital Regional de Cacoal-HRC, vinculadas à Secretaria de Estado da Saúde, pelo período de 12 meses.","Considerando a elaboração do Termo de Referência (0040852473) e SAMS (0040432935) os quais foram disponibilizados no bloco de assinatura (1135871), após feitas as adequações de quantitativos, considerando o lapso temporal,  na data de hoje 30 de agosto de 2023 para análise técnica e posterior assinatura dos revisores abaixo elencado:",,"Revisor técnico:Eng. de Segurança do Trabalho, Coordenador SESAU-SESMT",,"Salienta-se a necessidade de revisão do termo de referência na íntegra, e ainda que as especificações, quantitativos e valores que subsidiaram a elaboração do Termo de Referência, são de inteira responsabilidade de quem as forneceu, não possuindo esta Gerência de Compras, capacidade técnica para avaliar o conteúdo de tais informações."
0060.114123/2021-55,Assessor(a),30/08/2023,0041303639,SEI/RO - 0041303639 - Informação,Informação nº 2019/2023/SESAU-GECOMP,"Considerando oRegistro de Preços para eventual e futura Aquisição de Equipamentos de Proteção Individual – EPI’S e Equipamentos de Proteção Coletiva - EPC para atender aos setores das unidades hospitalares:Hospital Regional São Francisco do Guaporé -HRSFG;Laboratório Central de Saúde Pública de Rondônia -LACEN;Hospital Infantil Cosme e Damião -HICD;Centro de Medicina Tropical do Estado de Rondônia -CEMETRON;Hospital deRetaguardade Rondônia -HC;Policlínica Oswaldo Cruz -POC;Hospital de Base Doutor Ary Pinheiro -HBAP; Hospital Regional de Buritis -HRB; Centro de Diagnostico por Imagem -CDI,Hospitalde Urgência e Emergência de Cacoal -HEURO,Centro de Diálise de Ariquemes -CDAe Hospital Regional de Cacoal-HRC, vinculadas à Secretaria de Estado da Saúde, pelo período de 12 meses.","Considerando a elaboração do Termo de Referência (0040852473) e SAMS (0040432935) os quais foram disponibilizados no bloco de assinatura (1135871), após feitas as adequações de quantitativos, considerando o lapso temporal,  na data de hoje 30 de agosto de 2023 para análise técnica e posterior assinatura dos revisores abaixo elencado:",,"Revisor técnico:Eng. de Segurança do Trabalho, Coordenador SESAU-SESMT",,"Salienta-se a necessidade de revisão do termo de referência na íntegra, e ainda que as especificações, quantitativos e valores que subsidiaram a elaboração do Termo de Referência, são de inteira responsabilidade de quem as forneceu, não possuindo esta Gerência de Compras, capacidade técnica para avaliar o conteúdo de tais informações."
0036.584414/2021-12,Pâmela Roberta Rodrigues De Souza,08/04/2024,,SEI/RO - 0047539781 - Informação,Informação nº 98/2024/SUPEL-CA,Processo Nº: 0036.584414/2021-12,Assunto: Designação de Servidor para Assessoramento,,"Senhora Pregoeira,",,
0036.584414/2021-12,Chefe de Unidade,08/04/2024,0047539781,SEI/RO - 0047539781 - Informação,Informação nº 98/2024/SUPEL-CA,Processo Nº: 0036.584414/2021-12,Assunto: Designação de Servidor para Assessoramento,,"Senhora Pregoeira,",,
0036.109115/2022-75,Ana Rafaela Sousa dos Santos,20/08/2024,,SEI/RO - 0051974327 - Mapa de Risco,Mapa de Risco,N/A,,"Porto Velho, 20 de agosto de 2024.",,TALITA BRILHANTE SANTANA AZEVEDO,Técnico Administrativo Operacional da Saúde
0036.109115/2022-75,Gerente,26/08/2024,,SEI/RO - 0051974327 - Mapa de Risco,Mapa de Risco,N/A,,"Porto Velho, 20 de agosto de 2024.",,TALITA BRILHANTE SANTANA AZEVEDO,Técnico Administrativo Operacional da Saúde
0036.109115/2022-75,Gerente,26/08/2024,0051974327,SEI/RO - 0051974327 - Mapa de Risco,Mapa de Risco,N/A,,"Porto Velho, 20 de agosto de 2024.",,TALITA BRILHANTE SANTANA AZEVEDO,Técnico Administrativo Operacional da Saúde
0036.019875/2023-72,Diego Emiliano de Oliveira Gimenez,16/05/2023,,SEI/RO - 0038290065 - Despacho,DESPACHO,De: CEMETRON-ASTEC,Processo Nº: 0036.019875/2023-72,,"Assunto: Aquisição de material permanente, mobiliários e equipamentos médico-hospitalares.",,
0036.019875/2023-72,Administrador(a),16/05/2023,0038290065,SEI/RO - 0038290065 - Despacho,DESPACHO,De: CEMETRON-ASTEC,Processo Nº: 0036.019875/2023-72,,"Assunto: Aquisição de material permanente, mobiliários e equipamentos médico-hospitalares.",,
0060.114123/2021-55,Michelma Dantas do Nascimento Higa,01/09/2023,,SEI/RO - 0041383204 - Informação,Informação nº 2049/2023/SESAU-GECOMP,"Considerando oRegistro de Preços para eventual e futura Aquisição de Equipamentos de Proteção Individual – EPI’S e Equipamentos de Proteção Coletiva - EPC para atender aos setores das unidades hospitalares:Hospital Regional São Francisco do Guaporé -HRSFG;Laboratório Central de Saúde Pública de Rondônia -LACEN;Hospital Infantil Cosme e Damião -HICD;Centro de Medicina Tropical do Estado de Rondônia -CEMETRON;Hospital deRetaguardade Rondônia -HC;Policlínica Oswaldo Cruz -POC;Hospital de Base Doutor Ary Pinheiro -HBAP; Hospital Regional de Buritis -HRB; Centro de Diagnostico por Imagem -CDI,Hospitalde Urgência e Emergência de Cacoal -HEURO,Centro de Diálise de Ariquemes -CDAe Hospital Regional de Cacoal-HRC, vinculadas à Secretaria de Estado da Saúde, pelo período de 12 meses.","Considerando a elaboração do Termo de Referência (0040852473) e SAMS (0040432935) os quais foram disponibilizados no bloco de assinatura (1138171), após feitas as adequações de quantitativos, considerando o lapso temporal,  na data de hoje 1° de setembro de 2023 para análise técnica e posterior assinatura dos revisores abaixo elencado:",,Revisores :,Hospital Regional São Francisco do Guaporé - HRSFG ;,Laboratório Central de Saúde Pública de Rondônia - LACEN;
0060.114123/2021-55,Assessor(a),01/09/2023,0041383204,SEI/RO - 0041383204 - Informação,Informação nº 2049/2023/SESAU-GECOMP,"Considerando oRegistro de Preços para eventual e futura Aquisição de Equipamentos de Proteção Individual – EPI’S e Equipamentos de Proteção Coletiva - EPC para atender aos setores das unidades hospitalares:Hospital Regional São Francisco do Guaporé -HRSFG;Laboratório Central de Saúde Pública de Rondônia -LACEN;Hospital Infantil Cosme e Damião -HICD;Centro de Medicina Tropical do Estado de Rondônia -CEMETRON;Hospital deRetaguardade Rondônia -HC;Policlínica Oswaldo Cruz -POC;Hospital de Base Doutor Ary Pinheiro -HBAP; Hospital Regional de Buritis -HRB; Centro de Diagnostico por Imagem -CDI,Hospitalde Urgência e Emergência de Cacoal -HEURO,Centro de Diálise de Ariquemes -CDAe Hospital Regional de Cacoal-HRC, vinculadas à Secretaria de Estado da Saúde, pelo período de 12 meses.","Considerando a elaboração do Termo de Referência (0040852473) e SAMS (0040432935) os quais foram disponibilizados no bloco de assinatura (1138171), após feitas as adequações de quantitativos, considerando o lapso temporal,  na data de hoje 1° de setembro de 2023 para análise técnica e posterior assinatura dos revisores abaixo elencado:",,Revisores :,Hospital Regional São Francisco do Guaporé - HRSFG ;,Laboratório Central de Saúde Pública de Rondônia - LACEN;
0036.109115/2022-75,TALITA BRILHANTE SANTANA AZEVEDO,20/08/2024,,SEI/RO - 0051461483 - Informação,Informação nº 3895/2024/SESAU-GECOMP,"Informamos que foi disponibilizado no Bloco nº1375013a Certidão nº 449 (0051459601), que se refere ao Estudo Técnico Preliminar 5/2024 (0051972848),na data de 20 de agosto de 2024, para análise técnica e posterior assinatura dos revisores da comissão de planejamento para aContratação de empresa especializada na prestação de serviço de transporte inter-hospitalar de pacientes, Portaria nº 330 de 16 de janeiro de 2024 (0045196983).","Salienta-se a necessidade de revisão do Estudo na íntegra, e ainda que as especificações, quantitativos e valores que subsidiaram a elaboração do Estudo Técnico, são de inteira responsabilidade de quem as forneceu, não possuindo esta Gerência de Compras, capacidade técnica para avaliar o conteúdo de tais informações.","E, havendo necessidade de alteração, o revisor deverá incluir nos autos os itens a serem modificados.","Caso estejam de acordo, deverão assinar aCertidão nº 449 SESAU-GECOMP (0051459601).",,"Porto Velho, 20 de agosto de 2024."
0036.109115/2022-75,Técnico,20/08/2024,0051461483,SEI/RO - 0051461483 - Informação,Informação nº 3895/2024/SESAU-GECOMP,"Informamos que foi disponibilizado no Bloco nº1375013a Certidão nº 449 (0051459601), que se refere ao Estudo Técnico Preliminar 5/2024 (0051972848),na data de 20 de agosto de 2024, para análise técnica e posterior assinatura dos revisores da comissão de planejamento para aContratação de empresa especializada na prestação de serviço de transporte inter-hospitalar de pacientes, Portaria nº 330 de 16 de janeiro de 2024 (0045196983).","Salienta-se a necessidade de revisão do Estudo na íntegra, e ainda que as especificações, quantitativos e valores que subsidiaram a elaboração do Estudo Técnico, são de inteira responsabilidade de quem as forneceu, não possuindo esta Gerência de Compras, capacidade técnica para avaliar o conteúdo de tais informações.","E, havendo necessidade de alteração, o revisor deverá incluir nos autos os itens a serem modificados.","Caso estejam de acordo, deverão assinar aCertidão nº 449 SESAU-GECOMP (0051459601).",,"Porto Velho, 20 de agosto de 2024."
0060.114123/2021-55,Lodovico Benlolo Moreira,04/09/2023,,SEI/RO - 0041447726 - Despacho,DESPACHO,De:HEURO-ASGAB,Para: SESAU-GECOMP,Processo Nº:  0060.114123/2021-55,Assunto: Alteração de Termo de Referência,,"Senhor(a),"
0060.114123/2021-55,Diretor(a) Adjunto(a),04/09/2023,,SEI/RO - 0041447726 - Despacho,DESPACHO,De:HEURO-ASGAB,Para: SESAU-GECOMP,Processo Nº:  0060.114123/2021-55,Assunto: Alteração de Termo de Referência,,"Senhor(a),"
0060.114123/2021-55,Diretor(a) Adjunto(a),04/09/2023,0041447726,SEI/RO - 0041447726 - Despacho,DESPACHO,De:HEURO-ASGAB,Para: SESAU-GECOMP,Processo Nº:  0060.114123/2021-55,Assunto: Alteração de Termo de Referência,,"Senhor(a),"
0036.584414/2021-12,Ingrid Estefhane Silva Afonso,09/04/2024,,SEI/RO - 0047581431 - Despacho,DESPACHO,De:SUPEL-NA,Para: SUPEL-KAPPA,Processo Nº:  0036.584414/2021-12,Assunto:  Proposta atualizada.,,
0036.584414/2021-12,Estagiário(a),09/04/2024,0047581431,SEI/RO - 0047581431 - Despacho,DESPACHO,De:SUPEL-NA,Para: SUPEL-KAPPA,Processo Nº:  0036.584414/2021-12,Assunto:  Proposta atualizada.,,
0050.071690/2022-18,Marina Sampaio Mouzinho Borges,16/05/2024,,SEI/RO - 0048736981 - Certidão,Certidão n°1057,"Considerando a impossibilidade de assinar eletronicamente arquivos anexados no formato PDF no sistema SEI, venho por meio desta certidão validar os documentos inseridos acima, referentes aoPregão Eletrônico Nº 517/2023,  a saber:",,1. Relatório Final da Licitação id. (0048736842);,2. Relatório das Publicações id. (0048736897).,,"Com base nos documentos comprobatórios mencionados nessa certidão, aSUPELtorna público, para conhecimento dos interessados, que o objeto deste pregão foi adjudicado à empresa:"
0050.071690/2022-18,Assessor(a),16/05/2024,0048736981,SEI/RO - 0048736981 - Certidão,Certidão n°1057,"Considerando a impossibilidade de assinar eletronicamente arquivos anexados no formato PDF no sistema SEI, venho por meio desta certidão validar os documentos inseridos acima, referentes aoPregão Eletrônico Nº 517/2023,  a saber:",,1. Relatório Final da Licitação id. (0048736842);,2. Relatório das Publicações id. (0048736897).,,"Com base nos documentos comprobatórios mencionados nessa certidão, aSUPELtorna público, para conhecimento dos interessados, que o objeto deste pregão foi adjudicado à empresa:"
0036.109115/2022-75,Antonieta Ferreira Machado de Oliveira,22/08/2024,,SEI/RO - 0052088722 - Documento de Oficialização de Demanda,Documento de Oficialização de Demanda nº 126/2024/HICD-GAF,N/A,,N/A,N/A,N/A,N/A
0036.109115/2022-75,Diretor Geral,22/08/2024,,SEI/RO - 0052088722 - Documento de Oficialização de Demanda,Documento de Oficialização de Demanda nº 126/2024/HICD-GAF,N/A,,N/A,N/A,N/A,N/A
0036.109115/2022-75,Diretor Geral,22/08/2024,,SEI/RO - 0052088722 - Documento de Oficialização de Demanda,Documento de Oficialização de Demanda nº 126/2024/HICD-GAF,N/A,,N/A,N/A,N/A,N/A
0036.109115/2022-75,Reginaldo Fernandes Lourenco,22/08/2024,0052088722,SEI/RO - 0052088722 - Documento de Oficialização de Demanda,Documento de Oficialização de Demanda nº 126/2024/HICD-GAF,N/A,,N/A,N/A,N/A,N/A
0060.114123/2021-55,Laura Bany de Araujo Pinto,05/09/2023,,SEI/RO - 0041474159 - Termo de Referência,Termo de Referência,IDENTIFICAÇÃO,1.Unidade Orçamentária: Secretaria de Estado da Saúde de Rondônia/SESAU/RO,"2.Unidades Requisitantes:Hospital Regional São Francisco do Guaporé -HRSFG;Laboratório Central de Saúde Pública de Rondônia -LACEN;Hospital Infantil Cosme e Damião -HICD;Centro de Medicina Tropical do Estado de Rondônia -CEMETRON;Hospital deRetaguardade Rondônia -HC;Policlínica Oswaldo Cruz -POC;Hospital de Base Doutor Ary Pinheiro -HBAP; Hospital Regional de Buritis -HRB; Centro de Diagnostico por Imagem -CDI,Hospitalde Urgência e Emergência de Cacoal -HEURO,Centro de Diálise de Ariquemes -CDAe Hospital Regional de Cacoal-HRC.",,BASE LEGAL,"2.1O presente Termo de Referência foi elaborado em atendimento ao disposto no art. 6º, incisos II e IX, combinado com 7º, inc. I, ambos da Lei Federal nº 8.666/93, art. 1º, parágrafo único, e 3º, inciso II, da Lei Federal nº 10.520/02, art. 3º, inciso II, e art. 14, inciso I, do Decreto Estadual nº 26.182/21 (que regulamenta o pregão, na forma eletrônica, para a aquisição de bens e contratação de serviços comuns) e Decreto Estadual 18.340/2013 (que regulamento o Sistema de Registro de Preços)."
0060.114123/2021-55,Gerente,06/09/2023,,SEI/RO - 0041474159 - Termo de Referência,Termo de Referência,IDENTIFICAÇÃO,1.Unidade Orçamentária: Secretaria de Estado da Saúde de Rondônia/SESAU/RO,"2.Unidades Requisitantes:Hospital Regional São Francisco do Guaporé -HRSFG;Laboratório Central de Saúde Pública de Rondônia -LACEN;Hospital Infantil Cosme e Damião -HICD;Centro de Medicina Tropical do Estado de Rondônia -CEMETRON;Hospital deRetaguardade Rondônia -HC;Policlínica Oswaldo Cruz -POC;Hospital de Base Doutor Ary Pinheiro -HBAP; Hospital Regional de Buritis -HRB; Centro de Diagnostico por Imagem -CDI,Hospitalde Urgência e Emergência de Cacoal -HEURO,Centro de Diálise de Ariquemes -CDAe Hospital Regional de Cacoal-HRC.",,BASE LEGAL,"2.1O presente Termo de Referência foi elaborado em atendimento ao disposto no art. 6º, incisos II e IX, combinado com 7º, inc. I, ambos da Lei Federal nº 8.666/93, art. 1º, parágrafo único, e 3º, inciso II, da Lei Federal nº 10.520/02, art. 3º, inciso II, e art. 14, inciso I, do Decreto Estadual nº 26.182/21 (que regulamenta o pregão, na forma eletrônica, para a aquisição de bens e contratação de serviços comuns) e Decreto Estadual 18.340/2013 (que regulamento o Sistema de Registro de Preços)."
0060.114123/2021-55,Gerente,06/09/2023,,SEI/RO - 0041474159 - Termo de Referência,Termo de Referência,IDENTIFICAÇÃO,1.Unidade Orçamentária: Secretaria de Estado da Saúde de Rondônia/SESAU/RO,"2.Unidades Requisitantes:Hospital Regional São Francisco do Guaporé -HRSFG;Laboratório Central de Saúde Pública de Rondônia -LACEN;Hospital Infantil Cosme e Damião -HICD;Centro de Medicina Tropical do Estado de Rondônia -CEMETRON;Hospital deRetaguardade Rondônia -HC;Policlínica Oswaldo Cruz -POC;Hospital de Base Doutor Ary Pinheiro -HBAP; Hospital Regional de Buritis -HRB; Centro de Diagnostico por Imagem -CDI,Hospitalde Urgência e Emergência de Cacoal -HEURO,Centro de Diálise de Ariquemes -CDAe Hospital Regional de Cacoal-HRC.",,BASE LEGAL,"2.1O presente Termo de Referência foi elaborado em atendimento ao disposto no art. 6º, incisos II e IX, combinado com 7º, inc. I, ambos da Lei Federal nº 8.666/93, art. 1º, parágrafo único, e 3º, inciso II, da Lei Federal nº 10.520/02, art. 3º, inciso II, e art. 14, inciso I, do Decreto Estadual nº 26.182/21 (que regulamenta o pregão, na forma eletrônica, para a aquisição de bens e contratação de serviços comuns) e Decreto Estadual 18.340/2013 (que regulamento o Sistema de Registro de Preços)."
0060.114123/2021-55,Michelma Dantas do Nascimento Higa,06/09/2023,,SEI/RO - 0041474159 - Termo de Referência,Termo de Referência,IDENTIFICAÇÃO,1.Unidade Orçamentária: Secretaria de Estado da Saúde de Rondônia/SESAU/RO,"2.Unidades Requisitantes:Hospital Regional São Francisco do Guaporé -HRSFG;Laboratório Central de Saúde Pública de Rondônia -LACEN;Hospital Infantil Cosme e Damião -HICD;Centro de Medicina Tropical do Estado de Rondônia -CEMETRON;Hospital deRetaguardade Rondônia -HC;Policlínica Oswaldo Cruz -POC;Hospital de Base Doutor Ary Pinheiro -HBAP; Hospital Regional de Buritis -HRB; Centro de Diagnostico por Imagem -CDI,Hospitalde Urgência e Emergência de Cacoal -HEURO,Centro de Diálise de Ariquemes -CDAe Hospital Regional de Cacoal-HRC.",,BASE LEGAL,"2.1O presente Termo de Referência foi elaborado em atendimento ao disposto no art. 6º, incisos II e IX, combinado com 7º, inc. I, ambos da Lei Federal nº 8.666/93, art. 1º, parágrafo único, e 3º, inciso II, da Lei Federal nº 10.520/02, art. 3º, inciso II, e art. 14, inciso I, do Decreto Estadual nº 26.182/21 (que regulamenta o pregão, na forma eletrônica, para a aquisição de bens e contratação de serviços comuns) e Decreto Estadual 18.340/2013 (que regulamento o Sistema de Registro de Preços)."
0060.114123/2021-55,Assessor(a),06/09/2023,,SEI/RO - 0041474159 - Termo de Referência,Termo de Referência,IDENTIFICAÇÃO,1.Unidade Orçamentária: Secretaria de Estado da Saúde de Rondônia/SESAU/RO,"2.Unidades Requisitantes:Hospital Regional São Francisco do Guaporé -HRSFG;Laboratório Central de Saúde Pública de Rondônia -LACEN;Hospital Infantil Cosme e Damião -HICD;Centro de Medicina Tropical do Estado de Rondônia -CEMETRON;Hospital deRetaguardade Rondônia -HC;Policlínica Oswaldo Cruz -POC;Hospital de Base Doutor Ary Pinheiro -HBAP; Hospital Regional de Buritis -HRB; Centro de Diagnostico por Imagem -CDI,Hospitalde Urgência e Emergência de Cacoal -HEURO,Centro de Diálise de Ariquemes -CDAe Hospital Regional de Cacoal-HRC.",,BASE LEGAL,"2.1O presente Termo de Referência foi elaborado em atendimento ao disposto no art. 6º, incisos II e IX, combinado com 7º, inc. I, ambos da Lei Federal nº 8.666/93, art. 1º, parágrafo único, e 3º, inciso II, da Lei Federal nº 10.520/02, art. 3º, inciso II, e art. 14, inciso I, do Decreto Estadual nº 26.182/21 (que regulamenta o pregão, na forma eletrônica, para a aquisição de bens e contratação de serviços comuns) e Decreto Estadual 18.340/2013 (que regulamento o Sistema de Registro de Preços)."
0060.114123/2021-55,Assessor(a),06/09/2023,,SEI/RO - 0041474159 - Termo de Referência,Termo de Referência,IDENTIFICAÇÃO,1.Unidade Orçamentária: Secretaria de Estado da Saúde de Rondônia/SESAU/RO,"2.Unidades Requisitantes:Hospital Regional São Francisco do Guaporé -HRSFG;Laboratório Central de Saúde Pública de Rondônia -LACEN;Hospital Infantil Cosme e Damião -HICD;Centro de Medicina Tropical do Estado de Rondônia -CEMETRON;Hospital deRetaguardade Rondônia -HC;Policlínica Oswaldo Cruz -POC;Hospital de Base Doutor Ary Pinheiro -HBAP; Hospital Regional de Buritis -HRB; Centro de Diagnostico por Imagem -CDI,Hospitalde Urgência e Emergência de Cacoal -HEURO,Centro de Diálise de Ariquemes -CDAe Hospital Regional de Cacoal-HRC.",,BASE LEGAL,"2.1O presente Termo de Referência foi elaborado em atendimento ao disposto no art. 6º, incisos II e IX, combinado com 7º, inc. I, ambos da Lei Federal nº 8.666/93, art. 1º, parágrafo único, e 3º, inciso II, da Lei Federal nº 10.520/02, art. 3º, inciso II, e art. 14, inciso I, do Decreto Estadual nº 26.182/21 (que regulamenta o pregão, na forma eletrônica, para a aquisição de bens e contratação de serviços comuns) e Decreto Estadual 18.340/2013 (que regulamento o Sistema de Registro de Preços)."
0060.114123/2021-55,Allan Robert Ramalho Morais,06/09/2023,,SEI/RO - 0041474159 - Termo de Referência,Termo de Referência,IDENTIFICAÇÃO,1.Unidade Orçamentária: Secretaria de Estado da Saúde de Rondônia/SESAU/RO,"2.Unidades Requisitantes:Hospital Regional São Francisco do Guaporé -HRSFG;Laboratório Central de Saúde Pública de Rondônia -LACEN;Hospital Infantil Cosme e Damião -HICD;Centro de Medicina Tropical do Estado de Rondônia -CEMETRON;Hospital deRetaguardade Rondônia -HC;Policlínica Oswaldo Cruz -POC;Hospital de Base Doutor Ary Pinheiro -HBAP; Hospital Regional de Buritis -HRB; Centro de Diagnostico por Imagem -CDI,Hospitalde Urgência e Emergência de Cacoal -HEURO,Centro de Diálise de Ariquemes -CDAe Hospital Regional de Cacoal-HRC.",,BASE LEGAL,"2.1O presente Termo de Referência foi elaborado em atendimento ao disposto no art. 6º, incisos II e IX, combinado com 7º, inc. I, ambos da Lei Federal nº 8.666/93, art. 1º, parágrafo único, e 3º, inciso II, da Lei Federal nº 10.520/02, art. 3º, inciso II, e art. 14, inciso I, do Decreto Estadual nº 26.182/21 (que regulamenta o pregão, na forma eletrônica, para a aquisição de bens e contratação de serviços comuns) e Decreto Estadual 18.340/2013 (que regulamento o Sistema de Registro de Preços)."
0060.114123/2021-55,Coordenador(a),06/09/2023,,SEI/RO - 0041474159 - Termo de Referência,Termo de Referência,IDENTIFICAÇÃO,1.Unidade Orçamentária: Secretaria de Estado da Saúde de Rondônia/SESAU/RO,"2.Unidades Requisitantes:Hospital Regional São Francisco do Guaporé -HRSFG;Laboratório Central de Saúde Pública de Rondônia -LACEN;Hospital Infantil Cosme e Damião -HICD;Centro de Medicina Tropical do Estado de Rondônia -CEMETRON;Hospital deRetaguardade Rondônia -HC;Policlínica Oswaldo Cruz -POC;Hospital de Base Doutor Ary Pinheiro -HBAP; Hospital Regional de Buritis -HRB; Centro de Diagnostico por Imagem -CDI,Hospitalde Urgência e Emergência de Cacoal -HEURO,Centro de Diálise de Ariquemes -CDAe Hospital Regional de Cacoal-HRC.",,BASE LEGAL,"2.1O presente Termo de Referência foi elaborado em atendimento ao disposto no art. 6º, incisos II e IX, combinado com 7º, inc. I, ambos da Lei Federal nº 8.666/93, art. 1º, parágrafo único, e 3º, inciso II, da Lei Federal nº 10.520/02, art. 3º, inciso II, e art. 14, inciso I, do Decreto Estadual nº 26.182/21 (que regulamenta o pregão, na forma eletrônica, para a aquisição de bens e contratação de serviços comuns) e Decreto Estadual 18.340/2013 (que regulamento o Sistema de Registro de Preços)."
