Documento,Setor,Processo
Despacho 0049728513,SUPEL-DELTA,0036.465253/2021-51
Homologação PE 217-2023 COMPRASNET (0050172954),SUPEL-DELTA,0036.465253/2021-51
Anexo 1-consultarSituacaoFornecedor_07590023000142_HAND (0050181260),SUPEL-DELTA,0036.465253/2021-51
Anexo 2-consultarSituacaoFornecedor_06253085000104_NORT (0050181261),SUPEL-CAP,0036.465253/2021-51
Anexo 3-consultarSituacaoFornecedor_34075280000119_MEDP (0050181258),SUPEL-NA,0036.465253/2021-51
Anexo 5-consultarSituacaoFornecedor_42650279000107_LOND (0050181256),SUPEL-NA,0036.465253/2021-51
XIII,SUPEL-NA,0036.465253/2021-51
Anexo 6-consultarSituacaoFornecedor_11619992000156_PRIO (0050181263),SUPEL-NA,0036.465253/2021-51
Despacho 0050180017,SUPEL-NA,0036.465253/2021-51
Despacho 0050184691,SUPEL-NA,0036.465253/2021-51
Despacho 0050420763,SUPEL-NA,0036.465253/2021-51
Despacho 0050522565,SUPEL-NA,0036.465253/2021-51
Aviso 398 (0049724562),SUPEL-CAP,0036.465253/2021-51
Publicação - Retorno à Fase - SUPEL (0049725866),SUPEL-DELTA,0036.465253/2021-51
Proposta FIRST MEDICAL SERVICE LTDA (0050968886),SUPEL-DELTA,0036.465253/2021-51
Documentos de Habilitação I FIRST MEDICAL SERVICE LTDA (0050973200),SUPEL-DELTA,0036.465253/2021-51
Documentos de Habilitação II FIRST MEDICAL SERVICE LTDA (0050973450),SUPEL-DELTA,0036.465253/2021-51
Despacho 0050651339,SUPEL-CA,0036.465253/2021-51
Despacho 0050897542,SUPEL-NP,0036.465253/2021-51
Proposta Atualizada - NorteMédica Comércio (0050755177),SUPEL-NP,0036.465253/2021-51
Proposta Ajustada NORTEMEDICA COMERCIO E REPRESENTACOES (0050897227),SUPEL-NP,0036.465253/2021-51
Proposta Ajustada LONDRIHOSP IMPORTACAO E EXPORTACAO (0050896820),SUPEL-NP,0036.465253/2021-51
Comprovante de E-mail HAND LIFE SUPRIMENTOS MEDICOS (0050894075),SUPEL-NP,0036.465253/2021-51
Comprovante de E-mail CLAY IMPORTACAO E EXPORTACAO (0050894201),SUPEL-CAP,0036.465253/2021-51
Comprovante de E-mail PRIOM TECNOLOGIA EM EQUIPAMENTOS (0050894400),SESAU-GECOMP,0036.465253/2021-51
Certidão 13 (0050894644),SESAU-GECOMP,0036.465253/2021-51
Despacho 0050903594,SESAU-NAP,0036.465253/2021-51
XIV,SESAU-NAP,0036.465253/2021-51
Ata Complementar Nº 1 (0050978192),SESAU-NAP,0036.465253/2021-51
Anexo espelho - compras.gov item 12 (0050978437),SESAU-NAP,0036.465253/2021-51
Informação 37 (0050980614),SESAU-NAP,0036.465253/2021-51
Despacho 0050979320,SESAU-NEOR,0036.465253/2021-51
Despacho 0050988817,SESAU-NEOR,0036.465253/2021-51
Relatório Parcial - PE 217/2023 (Ata Complementar nº 1) (0051009945),SESAU-NEOR,0036.465253/2021-51
Relatório das Publicações (0051010011),SESAU-NEOR,0036.465253/2021-51
Certidão 1476 (0051010159),SESAU-NAP,0036.465253/2021-51
Despacho 0051011771,SESAU-NPPS,0036.465253/2021-51
Certidão 1483 (0051022523),SESAU-GECOMP,0036.465253/2021-51
Despacho 0051094668,SUPEL-CAP,0036.465253/2021-51
Despacho 0051040399,SUPEL-DELTA,0036.465253/2021-51
Despacho 0051227818,SUPEL-DELTA,0036.465253/2021-51
Análise 163 (0048933224),SESAU-CO,0036.465253/2021-51
Termo de Homologação 0048933309,SUPEL-DELTA,0036.465253/2021-51
Publicação DO TERMO DE HOMOLOGAÇÃO DIOF (0048933388),SESAU-GECOMP,0036.465253/2021-51
Publicação Homologação ComprasNet (0051336378),SESAU-GECOMP,0036.465253/2021-51
Despacho 0048933446,SUPEL-DELTA,0036.465253/2021-51
NE - Nota de Empenho 0051673694,SESAU-GECOMP,0036.465253/2021-51
NE - Nota de Empenho 0051673790,SESAU-CO,0036.465253/2021-51
XV,SESAU-GECOMP,0036.465253/2021-51
NE - Nota de Empenho 0051678040,SUPEL-DELTA,0036.465253/2021-51
Despacho 0051723264,SUPEL-DELTA,0036.465253/2021-51
Despacho 0051728181,SUPEL-DELTA,0036.465253/2021-51
Informação 3603 (0051638063),SUPEL-DELTA,0036.465253/2021-51
Despacho 0051353543,SUPEL-DELTA,0036.465253/2021-51
Despacho 0050904352,SUPEL-DELTA,0036.465253/2021-51
Recurso Intenção e peça RIO MEDI COMERCIO ASSISTENCIA E REPRESENTACAO HOSP (0051152493),SUPEL-DELTA,0036.465253/2021-51
Despacho 0051283163,SUPEL-DELTA,0036.465253/2021-51
Informação 325 (0051382011),SUPEL-DELTA,0036.465253/2021-51
Despacho 0051648415,SUPEL-DELTA,0036.465253/2021-51
Despacho 0051455661,SUPEL-DELTA,0036.465253/2021-51
Despacho 0051737896,SESAU-GECOMP,0036.465253/2021-51
Despacho 0051914221,SESAU-CO,0036.465253/2021-51
Despacho 0051924784,SESAU-GECOMP,0036.465253/2021-51
Análise 21 (0052007031),SUPEL-DELTA,0036.465253/2021-51
Despacho 0052062662,SUPEL-DELTA,0036.465253/2021-51
Termo 0051460522,SUPEL-DELTA,0036.465253/2021-51
Publicação Julgamento de recurso Compras.gov e Supel (0052085112),SUPEL-DELTA,0036.465253/2021-51
Aviso 542 (0052085200),SUPEL-DELTA,0036.465253/2021-51
Publicação Retorno à Fase Compras.gov e Supel (0052087534),SUPEL-DELTA,0036.465253/2021-51
XVI,SUPEL-DELTA,0036.465253/2021-51
Aviso 550 (0052200290),SUPEL-DELTA,0036.465253/2021-51
Publicação de Suspensão (0052201847),SUPEL-DELTA,0036.465253/2021-51
Proposta Atualizada RIO MEDI COMERCIO ASSISTE E REPR. HOSP (0052215767),SUPEL-DELTA,0036.465253/2021-51
"Proposta Atualizada JPL IMPORTAÇÃO, EXP E COMÉRCIO DE EQUIPAMEN (0052216193)",SUPEL-DELTA,0036.465253/2021-51
Errata 0052217360,SUPEL-DELTA,0036.465253/2021-51
Publicação errata Compras.gov e Supel (0052234005),SUPEL-DELTA,0036.465253/2021-51
Despacho 0052234046,SUPEL-DELTA,0036.465253/2021-51
Despacho 0052246323,SUPEL-DELTA,0036.465253/2021-51
Parecer 112 (0052393426),SESAU-GECOMP,0036.465253/2021-51
Despacho 0052841971,SESAU-GECOMP,0036.465253/2021-51
0049.003281/2023-09,HB-DUROL,0049.003281/2023-09
I,HB-DUROL,0049.003281/2023-09
Despacho 0036955906,HB-DUROL,0049.003281/2023-09
Estudo Técnico 0036967623,HB-DIRTEC,0049.003281/2023-09
Relatório - Estatística (0037175549),HB-DG,0049.003281/2023-09
Despacho 0037176190,HB-GAD,0049.003281/2023-09
Despacho 0037202817,HB-DUROL,0049.003281/2023-09
Despacho 0037241042,HB-GAD,0049.003281/2023-09
Despacho 0038855761,HB-DUROL,0049.003281/2023-09
Despacho 0038872096,HB-GAD,0049.003281/2023-09
Despacho 0039008668,HB-GAD,0049.003281/2023-09
Informação 101 (0039231979),SESAU-GECOMP,0049.003281/2023-09
Documento de Oficialização de Demanda 13 (0038869090),SESAU-CGPMNPL,0049.003281/2023-09
Despacho 0039474431,SESAU-CGPMNPL,0049.003281/2023-09
Ata de Registro de Preço 84/2020 (0039556316),SESAU-CGPMNPL,0049.003281/2023-09
Ata de Registro de Preço 176/2020 (0039556340),SESAU-GECOMP,0049.003281/2023-09
Despacho 0039555147,SESAU-NPPS,0049.003281/2023-09
Memorando 755 (0039747189),SESAU-GECOMP,0049.003281/2023-09
Informação 2981 DESCONSIDERAR (0039811372),SESAU-GECOMP,0049.003281/2023-09
Memorando 817 DESCONSIDERAR (0039976713),SESAU-NPPS,0049.003281/2023-09
Memorando 838 (0040053714),SESAU-GECOMP,0049.003281/2023-09
Informação 3225 (0040126172),SESAU-GECOMP,0049.003281/2023-09
II,SESAU-GECOMP,0049.003281/2023-09
Informação 1486 (0040135968),SESAU-CO,0049.003281/2023-09
Estudo Técnico Preliminar (0040415317),SESAU-GECOMP,0049.003281/2023-09
Informação 1627 (0040460834),SESAU-GECOMP,0049.003281/2023-09
Parecer 108 CEAS - ENG. CLÍNICA (0040838302),HB-DG,0049.003281/2023-09
Informação 1810 (0040886782),SESAU-GECOMP,0049.003281/2023-09
Informação 1817 (0040895623),SESAU-GECOMP,0049.003281/2023-09
Informação 63 (0040905084),SESAU-GECOMP,0049.003281/2023-09
Informação 1823 (0040908135),SESAU-GECOMP,0049.003281/2023-09
Informação 1945 (0041164499),SESAU-GECOMP,0049.003281/2023-09
Memorando 1195 DESCONSIDERAR (0042432912),SESAU-GECOMP,0049.003281/2023-09
Memorando 1216 (0042571452),SESAU-GECOMP,0049.003281/2023-09
Autorização 0042434228,SESAU-GECOMP,0049.003281/2023-09
Termo de Referência 0042674225,SESAU-CO,0049.003281/2023-09
SAMS 0042616082,SESAU-GECOMP,0049.003281/2023-09
Informação 2751 (0043499926),HB-DG,0049.003281/2023-09
Despacho 0043686629,SESAU-GECOMP,0049.003281/2023-09
Informação 2819 (0043700291),SESAU-GECOMP,0049.003281/2023-09
Informação 110 (0043703778),SUPEL-CAP,0049.003281/2023-09
Informação 2822 (0043706758),SUPEL-CAP,0049.003281/2023-09
Ofício 49658 (0044075438),SUPEL-CA,0049.003281/2023-09
III,SUPEL-NP,0049.003281/2023-09
Análise 746 (0044109617),SUPEL-NP,0049.003281/2023-09
Despacho 0044112613,SUPEL-GAMA,0049.003281/2023-09
Despacho 0044152207,SUPEL-NP,0049.003281/2023-09
Análise 390 (0044241794),SESAU-GECOMP,0049.003281/2023-09
Despacho 0044243411,SESAU-GECOMP,0049.003281/2023-09
Despacho 0044313409,HB-DG,0049.003281/2023-09
Despacho 0044325652,HB-GAD,0049.003281/2023-09
Informação 31 (0044907385),SESAU-GECOMP,0049.003281/2023-09
Despacho 0045058851,HB-DUROL,0049.003281/2023-09
Despacho 0045069295,HB-DUROL,0049.003281/2023-09
Despacho 0045073420,HB-GAD,0049.003281/2023-09
Despacho 0045857522,SESAU-GECOMP,0049.003281/2023-09
Despacho 0045912446,SESAU-GECOMP,0049.003281/2023-09
Despacho 0046054751,SESAU-GECOMP,0049.003281/2023-09
Despacho 0046063261,SESAU-GECOMP,0049.003281/2023-09
SAMS 0045055575,SESAU-GECOMP,0049.003281/2023-09
Informação 541 (0046159176),SESAU-GECOMP,0049.003281/2023-09
E-mail - FORNECEDORES (0046626990),SESAU-CGPMNPL,0049.003281/2023-09
Adendo - PESQUISA PAINEL DE PREÇOS ITEM 04 (0047308394),SESAU-GECOMP,0049.003281/2023-09
Adendo PESQUISA COMPRAS GOV ITEM 04 (0047308403),SESAU-GECOMP,0049.003281/2023-09
IV,SESAU-GECOMP,0049.003281/2023-09
Adendo SIGEM ITEM 04 (0047308416),SESAU-GECOMP,0049.003281/2023-09
Nota 1958 (0047386222),SESAU-GECOMP,0049.003281/2023-09
Certidão 225 (0047424093),SESAU-GECOMP,0049.003281/2023-09
E-mail - MAIS FORNECEDORES (0047768600),SESAU-GECOMP,0049.003281/2023-09
E-mail - NEGATIVAS (0047768493),SESAU-GECOMP,0049.003281/2023-09
Proposta - ALRAN COMERCIO DE PRODUTOS MÉDICOS (0047753499),SESAU-GECOMP,0049.003281/2023-09
Proposta - STARMED (0047753763),SESAU-GECOMP,0049.003281/2023-09
Proposta IMED REPRESENTAÇÕES (0047849138),SESAU-GECOMP,0049.003281/2023-09
Adendo - BANCO DE PREÇOS (0047857022),SESAU-GECOMP,0049.003281/2023-09
Adendo - PAINEL DE PREÇOS (0047858408),SESAU-GECOMP,0049.003281/2023-09
Relatório - PESQUISA DE PREÇO (0047520234),SESAU-GECOMP,0049.003281/2023-09
Informação 1249 (0047859874),SESAU-GECOMP,0049.003281/2023-09
Portaria nº 2550 de 16 de abril de 2024 (0047879338),SESAU-CO,0049.003281/2023-09
Portaria nº 1464 de 05 de março de 2024 (0047879424),SESAU-GECOMP,0049.003281/2023-09
Estudo Técnico Preliminar (0047916974),SESAU-GECOMP,0049.003281/2023-09
Certidão 268 (0047916713),HB-DG,0049.003281/2023-09
Informação 1315 (0047917455),SESAU-GECOMP,0049.003281/2023-09
Despacho 0048042517,HB-DG,0049.003281/2023-09
Requisição 0048059888,HB-DUROL,0049.003281/2023-09
Despacho 0048129943,HB-DG,0049.003281/2023-09
V,SESAU-GECOMP,0049.003281/2023-09
Despacho 0048142792,HB-DG,0049.003281/2023-09
Despacho 0048355912,HB-DUROL,0049.003281/2023-09
Despacho 0048391854,HB-GAD,0049.003281/2023-09
Despacho 0048400799,SESAU-GECOMP,0049.003281/2023-09
Despacho 0048403319,SESAU-GECOMP,0049.003281/2023-09
Despacho 0048411173,SESAU-GECOMP,0049.003281/2023-09
Despacho 0048450862,SESAU-GECOMP,0049.003281/2023-09
Despacho 0048590600,SESAU-GECOMP,0049.003281/2023-09
Despacho 0048639881,SESAU-GECOMP,0049.003281/2023-09
Estudo Técnico Preliminar (0048738382),SESAU-GECOMP,0049.003281/2023-09
Certidão 296 (0048738459),SESAU-GECOMP,0049.003281/2023-09
Informação 1722 (0048739049),SESAU-GECOMP,0049.003281/2023-09
Requisição 0048771677,SESAU-GECOMP,0049.003281/2023-09
Informação 1781 (0048801106),SESAU-GECOMP,0049.003281/2023-09
Informação 2042 (0049154232),SESAU-GECOMP,0049.003281/2023-09
Estudo Técnico DESCONSIDERAR (0049156904),SESAU-GECOMP,0049.003281/2023-09
Mapa de Risco 12 (0047917286),SESAU-GECOMP,0049.003281/2023-09
Adendo Matriz de Riscos (0047901472),SESAU-CO,0049.003281/2023-09
Certidão 304 DESCONSIDERAR (0049156943),SESAU-GECOMP,0049.003281/2023-09
Informação 2046 (0049157026),SESAU-GECOMP,0049.003281/2023-09
VI,SESAU-GECOMP,0049.003281/2023-09
Termo de Referência DESCONSIDERAR (0049087444),SESAU-GECOMP,0049.003281/2023-09
SAMS DESCONSIDERAR (0049191981),SESAU-GECOMP,0049.003281/2023-09
Informação 2087 (0049209903),SESAU-GECOMP,0049.003281/2023-09
Despacho 0049263384,SESAU-GECOMP,0049.003281/2023-09
Informação 2143 (0049313493),SESAU-GECOMP,0049.003281/2023-09
Termo de Referência DESCONSIDERAR (0049316096),SESAU-GECOMP,0049.003281/2023-09
SAMS DESCONSIDERAR (0049316131),SESAU-GECOMP,0049.003281/2023-09
Informação 2178 (0049351736),SUPEL-NP,0049.003281/2023-09
Justificativa de PCA (0049159666),SUPEL-CAP,0049.003281/2023-09
Termo de Referência 0049598130,SUPEL-CAP,0049.003281/2023-09
SAMS 0049598235,SUPEL-CA,0049.003281/2023-09
Anexo III Manual Gestão-Fiscalização de Contratos SESAU (0049183380),SUPEL-CA,0049.003281/2023-09
Plano Anual de Saúde-PAS 2024 (0049159700),SUPEL-UPSILON,0049.003281/2023-09
Despacho 0049294209,SUPEL-UPSILON,0049.003281/2023-09
Despacho 0049701573,SUPEL-CPEAP,0049.003281/2023-09
Análise 312 (0049708737),SUPEL-CPEAP,0049.003281/2023-09
Despacho 0049729862,SUPEL-CPEAP,0049.003281/2023-09
Despacho 0049803761,SUPEL-CPEAP,0049.003281/2023-09
Portaria Comissão de Saúde (0049803889),SUPEL-CPEAP,0049.003281/2023-09
Análise 31 (0049809696),SUPEL-CPEAP,0049.003281/2023-09
VII,SUPEL-CPEAP,0049.003281/2023-09
Despacho 0049815134,SUPEL-CPEAP,0049.003281/2023-09
Checklist 0049860053,SESAU-GECOMP,0049.003281/2023-09
Cotação BANCO DE PREÇOS (0050035629),SESAU-GECOMP,0049.003281/2023-09
Ata 219-2017 (0050035800),SESAU-GECOMP,0049.003281/2023-09
Cotação NEGATIVA SÍTIO ELETRÔNICO (0050035887),SESAU-GECOMP,0049.003281/2023-09
Quadro PRÉ-ESTIMATIVO (0050035966),SESAU-GECOMP,0049.003281/2023-09
Ata _31-2021 (0050073231),SESAU-GECOMP,0049.003281/2023-09
Anexo NEGATIVA ITEM ARP ITEM 3 (0050076216),SESAU-GECOMP,0049.003281/2023-09
Despacho 0050036596,SESAU-GECOMP,0049.003281/2023-09
Informação 2926 (0050404944),SESAU-GECOMP,0049.003281/2023-09
E-mail - PEDIDO AJUSTE NA PROPOSTA (0050789822),SESAU-GECOMP,0049.003281/2023-09
E-mail REITERAÇÃO PEDIDO AJUSTE PROPOSTA (0051145509),SESAU-GECOMP,0049.003281/2023-09
Proposta - ANDRADE E GOMES (0051179638),SUPEL-CPEAP,0049.003281/2023-09
Proposta - ENDOTECH (0051184198),SESAU-GECOMP,0049.003281/2023-09
Proposta - SALUTARY (0051179731),SESAU-GECOMP,0049.003281/2023-09
Proposta - ARTE IMPLANTES (0051179783),SESAU-GECOMP,0049.003281/2023-09
Adendo - BANCO DE PREÇOS ITEM 3 (0051186026),SESAU-GECOMP,0049.003281/2023-09
Relatório - PESQUISA DE PREÇOS (0051181692),SUPEL-CPEAP,0049.003281/2023-09
Informação 3671 (0051194302),SESAU-GECOMP,0049.003281/2023-09
Despacho 0051215632,SESAU-GECOMP,0049.003281/2023-09
VIII,SESAU-GECOMP,0049.003281/2023-09
Despacho 0051336959,SUPEL-CPEAP,0049.003281/2023-09
0050.072218/2022-94,JPII-NAP,0050.072218/2022-94
I,JPII-NAP,0050.072218/2022-94
E-mail Solicitação de cardioversor (0030780518),JPII-NAP,0050.072218/2022-94
Laudo Cardioversor CMOS Drake Vivo (0030781159),JPII-NCOMP,0050.072218/2022-94
Despacho 0030781498,JPII-NCOMP,0050.072218/2022-94
Estudo Técnico MODELO ESTUDO TÉCNICO (0030906952),JPII-NAP,0050.072218/2022-94
Despacho 0030906290,JPII-GENF,0050.072218/2022-94
Despacho 0032295206,JPII-NAP,0050.072218/2022-94
Justificativa - SOLICITAÇÃO OBJETO (0033184098),JPII-NCOMP,0050.072218/2022-94
Despacho 0033270994,JPII-NCOMP,0050.072218/2022-94
Memorando 10 (0035627725),SAMD-COORD,0050.072218/2022-94
Memorando 9 - SOLICITAÇÃO OBJETO (0035627531),AMI-PATRIM,0050.072218/2022-94
Despacho 0035826423,JPII-NCOMP,0050.072218/2022-94
Despacho cardioversor (0035855083),AMI-PATRIM,0050.072218/2022-94
Memorando 13 (0035906070),JPII-NCOMP,0050.072218/2022-94
Despacho - SOLICITAÇÃO OBJETO (0036196126),AMI-ASTEC,0050.072218/2022-94
Despacho 0036231647,AMI-ASTEC,0050.072218/2022-94
Laudo Cardioversor AMI (0036434672),JPII-NCOMP,0050.072218/2022-94
Despacho 0036434939,SESAU-GECOMP,0050.072218/2022-94
Despacho 0036435147,JPII-NCOMP,0050.072218/2022-94
Despacho 0036575445,SESAU-GECOMP,0050.072218/2022-94
Despacho 0036588424,SESAU-NPPS,0050.072218/2022-94
II,SESAU-GECOMP,0050.072218/2022-94
Memorando 302 (0036592814),SESAU-GECOMP,0050.072218/2022-94
Informação 1169 - DOTAÇÃO ORÇAMENTÁRIA (0036637646),SESAU-GECOMP,0050.072218/2022-94
Estudo Técnico 0036550109,HEURO-DG,0050.072218/2022-94
Informação 553 (0036705460),POC-DG,0050.072218/2022-94
Memorando 336 (0036831589),HRC-DG,0050.072218/2022-94
Despacho 0036883280,HRSF-ASTEC,0050.072218/2022-94
Despacho 0036883308,HEURO-ASGAB,0050.072218/2022-94
Despacho 0036896102,SESAU-HRB,0050.072218/2022-94
Despacho 0036897950,HB-DG,0050.072218/2022-94
Despacho 0036914216,HICD-GAF,0050.072218/2022-94
Despacho 0036921798,HB-GAD,0050.072218/2022-94
Despacho 0036929498,HB-NUCARDIO,0050.072218/2022-94
Despacho 0036968348,HRE-DG,0050.072218/2022-94
Despacho 0036980032,HC-GAD,0050.072218/2022-94
Despacho 0036993666,POC-GAD,0050.072218/2022-94
Despacho 0037005026,HB-GAD,0050.072218/2022-94
Despacho 0037043670,SESAU-CDI,0050.072218/2022-94
Despacho 0037045455,CEMETRON-DG,0050.072218/2022-94
Despacho 0037046034,CEMETRON-ASTEC,0050.072218/2022-94
Memorando 106 (0037047248),CDA-COORD,0050.072218/2022-94
III,CEMETRON-NAP,0050.072218/2022-94
Despacho 0037081349,CEMETRON-NAP,0050.072218/2022-94
Despacho 0037097413,HRE-ASTEC,0050.072218/2022-94
Despacho 0037154497,CEMETRON-ASTEC,0050.072218/2022-94
E-mail 0037167889,CEMETRON-DGM,0050.072218/2022-94
Despacho 0037168741,CEMETRON-ASTEC,0050.072218/2022-94
Despacho 0037184669,SESAU-GECOMP,0050.072218/2022-94
Despacho 0037332891,SESAU-GECOMP,0050.072218/2022-94
Despacho 0037441679,HEURO-DG,0050.072218/2022-94
Despacho 0037477323,SESAU-GECOMP,0050.072218/2022-94
Estudo Técnico 0037872192,HRE-ASTEC,0050.072218/2022-94
Informação 842 (0037940691),CEMETRON-DG,0050.072218/2022-94
Despacho 0037953025,HRE-ASTEC,0050.072218/2022-94
Memorando 547 (0038118221),HRSF-ASTEC,0050.072218/2022-94
Despacho 0038146058,HB-DG,0050.072218/2022-94
Despacho 0038155660,SESAU-HRB,0050.072218/2022-94
Despacho 0038158246,HICD-GAF,0050.072218/2022-94
Despacho 0038181231,HB-ASTEC,0050.072218/2022-94
Despacho 0038186496,HB-NUCARDIO,0050.072218/2022-94
Despacho 0038210218,HB-NUPAT,0050.072218/2022-94
Despacho 0038215396,HB-ASTEC,0050.072218/2022-94
IV,HB-ASTEC,0050.072218/2022-94
Despacho 0038231847,HRC-DG,0050.072218/2022-94
Despacho 0038238262,SESAU-GECOMP,0050.072218/2022-94
Despacho 0038241096,JPII-DG,0050.072218/2022-94
Despacho 0038254984,JPII-NCOMP,0050.072218/2022-94
Adendo PAS 2023 (0038255706),HB-DG,0050.072218/2022-94
Despacho 0038312751,SESAU-HRB,0050.072218/2022-94
Despacho 0038533041,SESAU-GECOMP,0050.072218/2022-94
Despacho 0038543239,HEURO-ASGAB,0050.072218/2022-94
Certidão 2 (0038583419),HICD-GAF,0050.072218/2022-94
Despacho 0038616412,HRC-DG,0050.072218/2022-94
Despacho 0038673298,CEMETRON-DG,0050.072218/2022-94
Despacho 0038741317,SESAU-GECOMP,0050.072218/2022-94
Despacho 0038786897,SESAU-GECOMP,0050.072218/2022-94
Despacho 0038855732,SESAU-GECOMP,0050.072218/2022-94
Despacho 0038911212,SESAU-GECOMP,0050.072218/2022-94
Despacho 0038922006,HB-DG,0050.072218/2022-94
Despacho 0038953979,SESAU-GECOMP,0050.072218/2022-94
Nota 2661 (0039332067),SESAU-GECOMP,0050.072218/2022-94
Estudo Técnico 0039403130,SESAU-GECOMP,0050.072218/2022-94
Informação 1215 (0039411122),SESAU-GECOMP,0050.072218/2022-94
V,HB-DG,0050.072218/2022-94
Informação 31 (0039425558),SESAU-GECOMP,0050.072218/2022-94
Informação 1229 (0039431889),SESAU-GECOMP,0050.072218/2022-94
Nota 2802 (0039601789),SESAU-GECOMP,0050.072218/2022-94
Estudo Técnico 0039603133,HB-GAD,0050.072218/2022-94
Informação 1283 (0039628296),HB-GAD,0050.072218/2022-94
Informação 39 (0039640719),SESAU-GECOMP,0050.072218/2022-94
Informação 1287 (0039645216),SESAU-GECOMP,0050.072218/2022-94
Informação 1327 (0039755918),JPII-DG,0050.072218/2022-94
Despacho 0039984053,CEMETRON-DG,0050.072218/2022-94
Certidão 47 (0040209782),SESAU-GECOMP,0050.072218/2022-94
Despacho 0040209798,SESAU-GECOMP,0050.072218/2022-94
Estudo Técnico 0040215630,SESAU-GECOMP,0050.072218/2022-94
Informação 1521 (0040221261),SESAU-GECOMP,0050.072218/2022-94
Despacho 0040223841,SESAU-GECOMP,0050.072218/2022-94
Despacho 0040250895,HB-DG,0050.072218/2022-94
Informação 1566 (0040321534),HRC-DG,0050.072218/2022-94
Informação 2065 (0041429267),HEURO-ASGAB,0050.072218/2022-94
Memorando 1092 (0041581136),SESAU-GECOMP,0050.072218/2022-94
Autorização 0041581243,HB-DG,0050.072218/2022-94
Despacho 0041972290,HB-GAD,0050.072218/2022-94
VI,HB-GAD,0050.072218/2022-94
Despacho 0041994340,SESAU-GECOMP,0050.072218/2022-94
Memorando 196 (0041998425),SESAU-GECOMP,0050.072218/2022-94
Memorando 329 (0042106002),SESAU-GECOMP,0050.072218/2022-94
Despacho 0042124998,SESAU-GECOMP,0050.072218/2022-94
Despacho 0042194061,SESAU-GECOMP,0050.072218/2022-94
Errata 0042378988,SESAU-GECOMP,0050.072218/2022-94
Despacho 0042007316,SESAU-GECOMP,0050.072218/2022-94
Termo de Referência - DESCONSIDERAR (0042527326),JPII-GAD,0050.072218/2022-94
Informação 2635 (0043018390),CEMETRON-DG,0050.072218/2022-94
Termo de Referência - DESCONSIDERAR (0042692904),SESAU-GECOMP,0050.072218/2022-94
SAMS - DESCONSIDERAR (0042146846),SESAU-CO,0050.072218/2022-94
Termo de Referência - DESCONSIDERAR (0043357294),SESAU-GECOMP,0050.072218/2022-94
SAMS - DESCONSIDERAR (0043359541),SUPEL-CAP,0050.072218/2022-94
Informação 2747 - DISPONIBIL. BLOCO ASS. (0043490352),SUPEL-CAP,0050.072218/2022-94
Informação 49 (0043505208),SUPEL-CA,0050.072218/2022-94
Despacho 0043531398,SUPEL-NP,0050.072218/2022-94
Informação 2773 - DISPONIBIL. BLOCO ASS. (0043556678),SUPEL-NP,0050.072218/2022-94
Análise 33 (0043573485),SUPEL-ALFA,0050.072218/2022-94
Ofício 47093 (0043596218),SESAU-GECOMP,0050.072218/2022-94
Análise 715 (0043701370),SESAU-CO,0050.072218/2022-94
VII,SESAU-GECOMP,0050.072218/2022-94
Despacho 0043714311,SESAU-CO,0050.072218/2022-94
Despacho DESCONSIDERAR (0043759664),SESAU-GECOMP,0050.072218/2022-94
Análise 375 (0044112230),SESAU-GECOMP,0050.072218/2022-94
Despacho 0044112260,SESAU-GECOMP,0050.072218/2022-94
Despacho 0044251154,SUPEL-ALFA,0050.072218/2022-94
Despacho 0044254776,SUPEL-NP,0050.072218/2022-94
Despacho - GARANTIA MÍNIMA (0044369718),SUPEL-CPEAP,0050.072218/2022-94
Informação 2978 - DISPONIBIL. BLOCO ASS. (0044389457),SUPEL-CPEAP,0050.072218/2022-94
Despacho 0044440248,SUPEL-CPEAP,0050.072218/2022-94
Termo de Referência 0044253629,SUPEL-CPEAP,0050.072218/2022-94
SAMS 0044375553,SESAU-GECOMP,0050.072218/2022-94
Despacho à SUPEL (0044253632),SESAU-CO,0050.072218/2022-94
Despacho 0044477208,SESAU-CO,0050.072218/2022-94
Despacho 0044527102,SESAU-GECOMP,0050.072218/2022-94
Cotação do banco de preços (0044662717),SESAU-GECOMP,0050.072218/2022-94
Cotação Domínio amplo (0044663213),SESAU-GECOMP,0050.072218/2022-94
Quadro pré-estimativo (0044662756),SESAU-GECOMP,0050.072218/2022-94
Despacho 0044662983,SESAU-CO,0050.072218/2022-94
Despacho 0044710112,SESAU-GECOMP,0050.072218/2022-94
Despacho 0044902256,SESAU-GECOMP,0050.072218/2022-94
VIII,SESAU-GECOMP,0050.072218/2022-94
Despacho Adendo (0044905787),SESAU-GECOMP,0050.072218/2022-94
Informação 27 PROCESSUAL (0044906328),SESAU-CO,0050.072218/2022-94
Informação 28 - ELABORAÇÃO ETP (0044906363),SESAU-GECOMP,0050.072218/2022-94
Estudo Técnico Preliminar (0045152338),SUPEL-NP,0050.072218/2022-94
Informação 147 - DISPONIBIL. BLOCO ASS. (0045219692),SUPEL-CAP,0050.072218/2022-94
Despacho 0045507378,SUPEL-CAP,0050.072218/2022-94
Informação 387 (0045754515),SUPEL-CA,0050.072218/2022-94
Termo de Referência 0045755083,SUPEL-NP,0050.072218/2022-94
SAMS 0045755125,SUPEL-DELTA,0050.072218/2022-94
