Documento,Setor,Processo,Protocolo
Documentos de Habilitação I FIRST MEDICAL SERVICE LTDA (0050973200),SUPEL-DELTA,0036.465253/2021-51,0050973200
Documentos de Habilitação II FIRST MEDICAL SERVICE LTDA (0050973450),SUPEL-DELTA,0036.465253/2021-51,0050973450
Despacho 0050651339,SUPEL-CA,0036.465253/2021-51,0050651339
Despacho 0050897542,SUPEL-NP,0036.465253/2021-51,0050897542
Proposta Atualizada - NorteMédica Comércio (0050755177),SUPEL-NP,0036.465253/2021-51,0050755177
Proposta Ajustada NORTEMEDICA COMERCIO E REPRESENTACOES (0050897227),SUPEL-NP,0036.465253/2021-51,0050897227
Proposta Ajustada LONDRIHOSP IMPORTACAO E EXPORTACAO (0050896820),SUPEL-NP,0036.465253/2021-51,0050896820
Comprovante de E-mail HAND LIFE SUPRIMENTOS MEDICOS (0050894075),SUPEL-NP,0036.465253/2021-51,0050894075
Comprovante de E-mail CLAY IMPORTACAO E EXPORTACAO (0050894201),SUPEL-CAP,0036.465253/2021-51,0050894201
Comprovante de E-mail PRIOM TECNOLOGIA EM EQUIPAMENTOS (0050894400),SESAU-GECOMP,0036.465253/2021-51,0050894400
Certidão 13 (0050894644),SESAU-GECOMP,0036.465253/2021-51,0050894644
Despacho 0050903594,SESAU-NAP,0036.465253/2021-51,0050903594
Ata Complementar Nº 1 (0050978192),SESAU-NAP,0036.465253/2021-51,0050978192
Anexo espelho - compras.gov item 12 (0050978437),SESAU-NAP,0036.465253/2021-51,0050978437
Informação 37 (0050980614),SESAU-NAP,0036.465253/2021-51,0050980614
Despacho 0050979320,SESAU-NEOR,0036.465253/2021-51,0050979320
Despacho 0050988817,SESAU-NEOR,0036.465253/2021-51,0050988817
Relatório Parcial - PE 217/2023 (Ata Complementar nº 1) (0051009945),SESAU-NEOR,0036.465253/2021-51,0051009945
Relatório das Publicações (0051010011),SESAU-NEOR,0036.465253/2021-51,0051010011
Certidão 1476 (0051010159),SESAU-NAP,0036.465253/2021-51,0051010159
Despacho 0051011771,SESAU-NPPS,0036.465253/2021-51,0051011771
Certidão 1483 (0051022523),SESAU-GECOMP,0036.465253/2021-51,0051022523
Despacho 0051094668,SUPEL-CAP,0036.465253/2021-51,0051094668
Despacho 0051040399,SUPEL-DELTA,0036.465253/2021-51,0051040399
Despacho 0051227818,SUPEL-DELTA,0036.465253/2021-51,0051227818
Análise 163 (0048933224),SESAU-CO,0036.465253/2021-51,0048933224
Termo de Homologação 0048933309,SUPEL-DELTA,0036.465253/2021-51,0048933309
Publicação DO TERMO DE HOMOLOGAÇÃO DIOF (0048933388),SESAU-GECOMP,0036.465253/2021-51,0048933388
Publicação Homologação ComprasNet (0051336378),SESAU-GECOMP,0036.465253/2021-51,0051336378
Despacho 0048933446,SUPEL-DELTA,0036.465253/2021-51,0048933446
NE - Nota de Empenho 0051673694,SESAU-GECOMP,0036.465253/2021-51,0051673694
NE - Nota de Empenho 0051673790,SESAU-CO,0036.465253/2021-51,0051673790
NE - Nota de Empenho 0051678040,SUPEL-DELTA,0036.465253/2021-51,0051678040
Despacho 0051723264,SUPEL-DELTA,0036.465253/2021-51,0051723264
Despacho 0051728181,SUPEL-DELTA,0036.465253/2021-51,0051728181
Informação 3603 (0051638063),SUPEL-DELTA,0036.465253/2021-51,0051638063
Despacho 0051353543,SUPEL-DELTA,0036.465253/2021-51,0051353543
Despacho 0050904352,SUPEL-DELTA,0036.465253/2021-51,0050904352
Recurso Intenção e peça RIO MEDI COMERCIO ASSISTENCIA E REPRESENTACAO HOSP (0051152493),SUPEL-DELTA,0036.465253/2021-51,0051152493
Despacho 0051283163,SUPEL-DELTA,0036.465253/2021-51,0051283163
Informação 325 (0051382011),SUPEL-DELTA,0036.465253/2021-51,0051382011
Despacho 0051648415,SUPEL-DELTA,0036.465253/2021-51,0051648415
Despacho 0051455661,SUPEL-DELTA,0036.465253/2021-51,0051455661
Despacho 0051737896,SESAU-GECOMP,0036.465253/2021-51,0051737896
Despacho 0051914221,SESAU-CO,0036.465253/2021-51,0051914221
Despacho 0051924784,SESAU-GECOMP,0036.465253/2021-51,0051924784
Análise 21 (0052007031),SUPEL-DELTA,0036.465253/2021-51,0052007031
Despacho 0052062662,SUPEL-DELTA,0036.465253/2021-51,0052062662
Termo 0051460522,SUPEL-DELTA,0036.465253/2021-51,0051460522
Publicação Julgamento de recurso Compras.gov e Supel (0052085112),SUPEL-DELTA,0036.465253/2021-51,0052085112
Aviso 542 (0052085200),SUPEL-DELTA,0036.465253/2021-51,0052085200
Publicação Retorno à Fase Compras.gov e Supel (0052087534),SUPEL-DELTA,0036.465253/2021-51,0052087534
Aviso 550 (0052200290),SUPEL-DELTA,0036.465253/2021-51,0052200290
Publicação de Suspensão (0052201847),SUPEL-DELTA,0036.465253/2021-51,0052201847
Proposta Atualizada RIO MEDI COMERCIO ASSISTE E REPR. HOSP (0052215767),SUPEL-DELTA,0036.465253/2021-51,0052215767
"Proposta Atualizada JPL IMPORTAÇÃO, EXP E COMÉRCIO DE EQUIPAMEN (0052216193)",SUPEL-DELTA,0036.465253/2021-51,0052216193
Errata 0052217360,SUPEL-DELTA,0036.465253/2021-51,0052217360
Publicação errata Compras.gov e Supel (0052234005),SUPEL-DELTA,0036.465253/2021-51,0052234005
Despacho 0052234046,SUPEL-DELTA,0036.465253/2021-51,0052234046
Despacho 0052246323,SUPEL-DELTA,0036.465253/2021-51,0052246323
Parecer 112 (0052393426),SESAU-GECOMP,0036.465253/2021-51,0052393426
Despacho 0052841971,SESAU-GECOMP,0036.465253/2021-51,0052841971
Despacho 0036955906,HB-DUROL,0049.003281/2023-09,0036955906
Estudo Técnico 0036967623,HB-DIRTEC,0049.003281/2023-09,0036967623
Relatório - Estatística (0037175549),HB-DG,0049.003281/2023-09,0037175549
Despacho 0037176190,HB-GAD,0049.003281/2023-09,0037176190
Despacho 0037202817,HB-DUROL,0049.003281/2023-09,0037202817
Despacho 0037241042,HB-GAD,0049.003281/2023-09,0037241042
Despacho 0038855761,HB-DUROL,0049.003281/2023-09,0038855761
Despacho 0038872096,HB-GAD,0049.003281/2023-09,0038872096
Despacho 0039008668,HB-GAD,0049.003281/2023-09,0039008668
Informação 101 (0039231979),SESAU-GECOMP,0049.003281/2023-09,0039231979
Documento de Oficialização de Demanda 13 (0038869090),SESAU-CGPMNPL,0049.003281/2023-09,0038869090
Despacho 0039474431,SESAU-CGPMNPL,0049.003281/2023-09,0039474431
Ata de Registro de Preço 84/2020 (0039556316),SESAU-CGPMNPL,0049.003281/2023-09,0039556316
Ata de Registro de Preço 176/2020 (0039556340),SESAU-GECOMP,0049.003281/2023-09,0039556340
Despacho 0039555147,SESAU-NPPS,0049.003281/2023-09,0039555147
Memorando 755 (0039747189),SESAU-GECOMP,0049.003281/2023-09,0039747189
Informação 2981 DESCONSIDERAR (0039811372),SESAU-GECOMP,0049.003281/2023-09,0039811372
Memorando 817 DESCONSIDERAR (0039976713),SESAU-NPPS,0049.003281/2023-09,0039976713
Memorando 838 (0040053714),SESAU-GECOMP,0049.003281/2023-09,0040053714
Informação 3225 (0040126172),SESAU-GECOMP,0049.003281/2023-09,0040126172
Informação 1486 (0040135968),SESAU-CO,0049.003281/2023-09,0040135968
Estudo Técnico Preliminar (0040415317),SESAU-GECOMP,0049.003281/2023-09,0040415317
Informação 1627 (0040460834),SESAU-GECOMP,0049.003281/2023-09,0040460834
Parecer 108 CEAS - ENG. CLÍNICA (0040838302),HB-DG,0049.003281/2023-09,0040838302
Informação 1810 (0040886782),SESAU-GECOMP,0049.003281/2023-09,0040886782
Informação 1817 (0040895623),SESAU-GECOMP,0049.003281/2023-09,0040895623
Informação 63 (0040905084),SESAU-GECOMP,0049.003281/2023-09,0040905084
Informação 1823 (0040908135),SESAU-GECOMP,0049.003281/2023-09,0040908135
Informação 1945 (0041164499),SESAU-GECOMP,0049.003281/2023-09,0041164499
Memorando 1195 DESCONSIDERAR (0042432912),SESAU-GECOMP,0049.003281/2023-09,0042432912
Memorando 1216 (0042571452),SESAU-GECOMP,0049.003281/2023-09,0042571452
Autorização 0042434228,SESAU-GECOMP,0049.003281/2023-09,0042434228
Termo de Referência 0042674225,SESAU-CO,0049.003281/2023-09,0042674225
SAMS 0042616082,SESAU-GECOMP,0049.003281/2023-09,0042616082
Informação 2751 (0043499926),HB-DG,0049.003281/2023-09,0043499926
Despacho 0043686629,SESAU-GECOMP,0049.003281/2023-09,0043686629
Informação 2819 (0043700291),SESAU-GECOMP,0049.003281/2023-09,0043700291
Informação 110 (0043703778),SUPEL-CAP,0049.003281/2023-09,0043703778
Informação 2822 (0043706758),SUPEL-CAP,0049.003281/2023-09,0043706758
Ofício 49658 (0044075438),SUPEL-CA,0049.003281/2023-09,0044075438
Análise 746 (0044109617),SUPEL-NP,0049.003281/2023-09,0044109617
Despacho 0044112613,SUPEL-GAMA,0049.003281/2023-09,0044112613
Despacho 0044152207,SUPEL-NP,0049.003281/2023-09,0044152207
Análise 390 (0044241794),SESAU-GECOMP,0049.003281/2023-09,0044241794
Despacho 0044243411,SESAU-GECOMP,0049.003281/2023-09,0044243411
Despacho 0044313409,HB-DG,0049.003281/2023-09,0044313409
Despacho 0044325652,HB-GAD,0049.003281/2023-09,0044325652
Informação 31 (0044907385),SESAU-GECOMP,0049.003281/2023-09,0044907385
Despacho 0045058851,HB-DUROL,0049.003281/2023-09,0045058851
Despacho 0045069295,HB-DUROL,0049.003281/2023-09,0045069295
Despacho 0045073420,HB-GAD,0049.003281/2023-09,0045073420
Despacho 0045857522,SESAU-GECOMP,0049.003281/2023-09,0045857522
Despacho 0045912446,SESAU-GECOMP,0049.003281/2023-09,0045912446
Despacho 0046054751,SESAU-GECOMP,0049.003281/2023-09,0046054751
Despacho 0046063261,SESAU-GECOMP,0049.003281/2023-09,0046063261
SAMS 0045055575,SESAU-GECOMP,0049.003281/2023-09,0045055575
Informação 541 (0046159176),SESAU-GECOMP,0049.003281/2023-09,0046159176
E-mail - FORNECEDORES (0046626990),SESAU-CGPMNPL,0049.003281/2023-09,0046626990
Adendo - PESQUISA PAINEL DE PREÇOS ITEM 04 (0047308394),SESAU-GECOMP,0049.003281/2023-09,0047308394
Adendo PESQUISA COMPRAS GOV ITEM 04 (0047308403),SESAU-GECOMP,0049.003281/2023-09,0047308403
Adendo SIGEM ITEM 04 (0047308416),SESAU-GECOMP,0049.003281/2023-09,0047308416
Nota 1958 (0047386222),SESAU-GECOMP,0049.003281/2023-09,0047386222
Certidão 225 (0047424093),SESAU-GECOMP,0049.003281/2023-09,0047424093
E-mail - MAIS FORNECEDORES (0047768600),SESAU-GECOMP,0049.003281/2023-09,0047768600
E-mail - NEGATIVAS (0047768493),SESAU-GECOMP,0049.003281/2023-09,0047768493
Proposta - ALRAN COMERCIO DE PRODUTOS MÉDICOS (0047753499),SESAU-GECOMP,0049.003281/2023-09,0047753499
Proposta - STARMED (0047753763),SESAU-GECOMP,0049.003281/2023-09,0047753763
Proposta IMED REPRESENTAÇÕES (0047849138),SESAU-GECOMP,0049.003281/2023-09,0047849138
Adendo - BANCO DE PREÇOS (0047857022),SESAU-GECOMP,0049.003281/2023-09,0047857022
Adendo - PAINEL DE PREÇOS (0047858408),SESAU-GECOMP,0049.003281/2023-09,0047858408
Relatório - PESQUISA DE PREÇO (0047520234),SESAU-GECOMP,0049.003281/2023-09,0047520234
Informação 1249 (0047859874),SESAU-GECOMP,0049.003281/2023-09,0047859874
Portaria nº 2550 de 16 de abril de 2024 (0047879338),SESAU-CO,0049.003281/2023-09,0047879338
Portaria nº 1464 de 05 de março de 2024 (0047879424),SESAU-GECOMP,0049.003281/2023-09,0047879424
Estudo Técnico Preliminar (0047916974),SESAU-GECOMP,0049.003281/2023-09,0047916974
Certidão 268 (0047916713),HB-DG,0049.003281/2023-09,0047916713
Informação 1315 (0047917455),SESAU-GECOMP,0049.003281/2023-09,0047917455
Despacho 0048042517,HB-DG,0049.003281/2023-09,0048042517
Requisição 0048059888,HB-DUROL,0049.003281/2023-09,0048059888
Despacho 0048129943,HB-DG,0049.003281/2023-09,0048129943
Despacho 0048142792,HB-DG,0049.003281/2023-09,0048142792
Despacho 0048355912,HB-DUROL,0049.003281/2023-09,0048355912
Despacho 0048391854,HB-GAD,0049.003281/2023-09,0048391854
Despacho 0048400799,SESAU-GECOMP,0049.003281/2023-09,0048400799
Despacho 0048403319,SESAU-GECOMP,0049.003281/2023-09,0048403319
Despacho 0048411173,SESAU-GECOMP,0049.003281/2023-09,0048411173
Despacho 0048450862,SESAU-GECOMP,0049.003281/2023-09,0048450862
Despacho 0048590600,SESAU-GECOMP,0049.003281/2023-09,0048590600
Despacho 0048639881,SESAU-GECOMP,0049.003281/2023-09,0048639881
Estudo Técnico Preliminar (0048738382),SESAU-GECOMP,0049.003281/2023-09,0048738382
Certidão 296 (0048738459),SESAU-GECOMP,0049.003281/2023-09,0048738459
Informação 1722 (0048739049),SESAU-GECOMP,0049.003281/2023-09,0048739049
Requisição 0048771677,SESAU-GECOMP,0049.003281/2023-09,0048771677
Informação 1781 (0048801106),SESAU-GECOMP,0049.003281/2023-09,0048801106
Informação 2042 (0049154232),SESAU-GECOMP,0049.003281/2023-09,0049154232
Estudo Técnico DESCONSIDERAR (0049156904),SESAU-GECOMP,0049.003281/2023-09,0049156904
Mapa de Risco 12 (0047917286),SESAU-GECOMP,0049.003281/2023-09,0047917286
Adendo Matriz de Riscos (0047901472),SESAU-CO,0049.003281/2023-09,0047901472
Certidão 304 DESCONSIDERAR (0049156943),SESAU-GECOMP,0049.003281/2023-09,0049156943
Informação 2046 (0049157026),SESAU-GECOMP,0049.003281/2023-09,0049157026
Termo de Referência DESCONSIDERAR (0049087444),SESAU-GECOMP,0049.003281/2023-09,0049087444
SAMS DESCONSIDERAR (0049191981),SESAU-GECOMP,0049.003281/2023-09,0049191981
Informação 2087 (0049209903),SESAU-GECOMP,0049.003281/2023-09,0049209903
Despacho 0049263384,SESAU-GECOMP,0049.003281/2023-09,0049263384
Informação 2143 (0049313493),SESAU-GECOMP,0049.003281/2023-09,0049313493
Termo de Referência DESCONSIDERAR (0049316096),SESAU-GECOMP,0049.003281/2023-09,0049316096
SAMS DESCONSIDERAR (0049316131),SESAU-GECOMP,0049.003281/2023-09,0049316131
Informação 2178 (0049351736),SUPEL-NP,0049.003281/2023-09,0049351736
Justificativa de PCA (0049159666),SUPEL-CAP,0049.003281/2023-09,0049159666
Termo de Referência 0049598130,SUPEL-CAP,0049.003281/2023-09,0049598130
SAMS 0049598235,SUPEL-CA,0049.003281/2023-09,0049598235
Anexo III Manual Gestão-Fiscalização de Contratos SESAU (0049183380),SUPEL-CA,0049.003281/2023-09,0049183380
Plano Anual de Saúde-PAS 2024 (0049159700),SUPEL-UPSILON,0049.003281/2023-09,0049159700
Despacho 0049294209,SUPEL-UPSILON,0049.003281/2023-09,0049294209
Despacho 0049701573,SUPEL-CPEAP,0049.003281/2023-09,0049701573
Análise 312 (0049708737),SUPEL-CPEAP,0049.003281/2023-09,0049708737
Despacho 0049729862,SUPEL-CPEAP,0049.003281/2023-09,0049729862
Despacho 0049803761,SUPEL-CPEAP,0049.003281/2023-09,0049803761
Portaria Comissão de Saúde (0049803889),SUPEL-CPEAP,0049.003281/2023-09,0049803889
Análise 31 (0049809696),SUPEL-CPEAP,0049.003281/2023-09,0049809696
Despacho 0049815134,SUPEL-CPEAP,0049.003281/2023-09,0049815134
Checklist 0049860053,SESAU-GECOMP,0049.003281/2023-09,0049860053
Cotação BANCO DE PREÇOS (0050035629),SESAU-GECOMP,0049.003281/2023-09,0050035629
Ata 219-2017 (0050035800),SESAU-GECOMP,0049.003281/2023-09,0050035800
Cotação NEGATIVA SÍTIO ELETRÔNICO (0050035887),SESAU-GECOMP,0049.003281/2023-09,0050035887
Quadro PRÉ-ESTIMATIVO (0050035966),SESAU-GECOMP,0049.003281/2023-09,0050035966
Ata _31-2021 (0050073231),SESAU-GECOMP,0049.003281/2023-09,0050073231
Anexo NEGATIVA ITEM ARP ITEM 3 (0050076216),SESAU-GECOMP,0049.003281/2023-09,0050076216
Despacho 0050036596,SESAU-GECOMP,0049.003281/2023-09,0050036596
Informação 2926 (0050404944),SESAU-GECOMP,0049.003281/2023-09,0050404944
E-mail - PEDIDO AJUSTE NA PROPOSTA (0050789822),SESAU-GECOMP,0049.003281/2023-09,0050789822
E-mail REITERAÇÃO PEDIDO AJUSTE PROPOSTA (0051145509),SESAU-GECOMP,0049.003281/2023-09,0051145509
Proposta - ANDRADE E GOMES (0051179638),SUPEL-CPEAP,0049.003281/2023-09,0051179638
Proposta - ENDOTECH (0051184198),SESAU-GECOMP,0049.003281/2023-09,0051184198
Proposta - SALUTARY (0051179731),SESAU-GECOMP,0049.003281/2023-09,0051179731
Proposta - ARTE IMPLANTES (0051179783),SESAU-GECOMP,0049.003281/2023-09,0051179783
Adendo - BANCO DE PREÇOS ITEM 3 (0051186026),SESAU-GECOMP,0049.003281/2023-09,0051186026
Relatório - PESQUISA DE PREÇOS (0051181692),SUPEL-CPEAP,0049.003281/2023-09,0051181692
Informação 3671 (0051194302),SESAU-GECOMP,0049.003281/2023-09,0051194302
Despacho 0051215632,SESAU-GECOMP,0049.003281/2023-09,0051215632
Despacho 0051336959,SUPEL-CPEAP,0049.003281/2023-09,0051336959
E-mail Solicitação de cardioversor (0030780518),JPII-NAP,0050.072218/2022-94,0030780518
Laudo Cardioversor CMOS Drake Vivo (0030781159),JPII-NCOMP,0050.072218/2022-94,0030781159
Despacho 0030781498,JPII-NCOMP,0050.072218/2022-94,0030781498
Estudo Técnico MODELO ESTUDO TÉCNICO (0030906952),JPII-NAP,0050.072218/2022-94,0030906952
Despacho 0030906290,JPII-GENF,0050.072218/2022-94,0030906290
Despacho 0032295206,JPII-NAP,0050.072218/2022-94,0032295206
Justificativa - SOLICITAÇÃO OBJETO (0033184098),JPII-NCOMP,0050.072218/2022-94,0033184098
Despacho 0033270994,JPII-NCOMP,0050.072218/2022-94,0033270994
Memorando 10 (0035627725),SAMD-COORD,0050.072218/2022-94,0035627725
Memorando 9 - SOLICITAÇÃO OBJETO (0035627531),AMI-PATRIM,0050.072218/2022-94,0035627531
Despacho 0035826423,JPII-NCOMP,0050.072218/2022-94,0035826423
Despacho cardioversor (0035855083),AMI-PATRIM,0050.072218/2022-94,0035855083
Memorando 13 (0035906070),JPII-NCOMP,0050.072218/2022-94,0035906070
Despacho - SOLICITAÇÃO OBJETO (0036196126),AMI-ASTEC,0050.072218/2022-94,0036196126
Despacho 0036231647,AMI-ASTEC,0050.072218/2022-94,0036231647
Laudo Cardioversor AMI (0036434672),JPII-NCOMP,0050.072218/2022-94,0036434672
Despacho 0036434939,SESAU-GECOMP,0050.072218/2022-94,0036434939
Despacho 0036435147,JPII-NCOMP,0050.072218/2022-94,0036435147
Despacho 0036575445,SESAU-GECOMP,0050.072218/2022-94,0036575445
Despacho 0036588424,SESAU-NPPS,0050.072218/2022-94,0036588424
Memorando 302 (0036592814),SESAU-GECOMP,0050.072218/2022-94,0036592814
Informação 1169 - DOTAÇÃO ORÇAMENTÁRIA (0036637646),SESAU-GECOMP,0050.072218/2022-94,0036637646
Estudo Técnico 0036550109,HEURO-DG,0050.072218/2022-94,0036550109
Informação 553 (0036705460),POC-DG,0050.072218/2022-94,0036705460
Memorando 336 (0036831589),HRC-DG,0050.072218/2022-94,0036831589
Despacho 0036883280,HRSF-ASTEC,0050.072218/2022-94,0036883280
Despacho 0036883308,HEURO-ASGAB,0050.072218/2022-94,0036883308
Despacho 0036896102,SESAU-HRB,0050.072218/2022-94,0036896102
Despacho 0036897950,HB-DG,0050.072218/2022-94,0036897950
Despacho 0036914216,HICD-GAF,0050.072218/2022-94,0036914216
Despacho 0036921798,HB-GAD,0050.072218/2022-94,0036921798
Despacho 0036929498,HB-NUCARDIO,0050.072218/2022-94,0036929498
Despacho 0036968348,HRE-DG,0050.072218/2022-94,0036968348
Despacho 0036980032,HC-GAD,0050.072218/2022-94,0036980032
Despacho 0036993666,POC-GAD,0050.072218/2022-94,0036993666
Despacho 0037005026,HB-GAD,0050.072218/2022-94,0037005026
Despacho 0037043670,SESAU-CDI,0050.072218/2022-94,0037043670
Despacho 0037045455,CEMETRON-DG,0050.072218/2022-94,0037045455
Despacho 0037046034,CEMETRON-ASTEC,0050.072218/2022-94,0037046034
Memorando 106 (0037047248),CDA-COORD,0050.072218/2022-94,0037047248
Despacho 0037081349,CEMETRON-NAP,0050.072218/2022-94,0037081349
Despacho 0037097413,HRE-ASTEC,0050.072218/2022-94,0037097413
Despacho 0037154497,CEMETRON-ASTEC,0050.072218/2022-94,0037154497
E-mail 0037167889,CEMETRON-DGM,0050.072218/2022-94,0037167889
Despacho 0037168741,CEMETRON-ASTEC,0050.072218/2022-94,0037168741
Despacho 0037184669,SESAU-GECOMP,0050.072218/2022-94,0037184669
Despacho 0037332891,SESAU-GECOMP,0050.072218/2022-94,0037332891
Despacho 0037441679,HEURO-DG,0050.072218/2022-94,0037441679
Despacho 0037477323,SESAU-GECOMP,0050.072218/2022-94,0037477323
Estudo Técnico 0037872192,HRE-ASTEC,0050.072218/2022-94,0037872192
Informação 842 (0037940691),CEMETRON-DG,0050.072218/2022-94,0037940691
Despacho 0037953025,HRE-ASTEC,0050.072218/2022-94,0037953025
Memorando 547 (0038118221),HRSF-ASTEC,0050.072218/2022-94,0038118221
Despacho 0038146058,HB-DG,0050.072218/2022-94,0038146058
Despacho 0038155660,SESAU-HRB,0050.072218/2022-94,0038155660
Despacho 0038158246,HICD-GAF,0050.072218/2022-94,0038158246
Despacho 0038181231,HB-ASTEC,0050.072218/2022-94,0038181231
Despacho 0038186496,HB-NUCARDIO,0050.072218/2022-94,0038186496
Despacho 0038210218,HB-NUPAT,0050.072218/2022-94,0038210218
Despacho 0038215396,HB-ASTEC,0050.072218/2022-94,0038215396
Despacho 0038231847,HRC-DG,0050.072218/2022-94,0038231847
Despacho 0038238262,SESAU-GECOMP,0050.072218/2022-94,0038238262
Despacho 0038241096,JPII-DG,0050.072218/2022-94,0038241096
Despacho 0038254984,JPII-NCOMP,0050.072218/2022-94,0038254984
Adendo PAS 2023 (0038255706),HB-DG,0050.072218/2022-94,0038255706
Despacho 0038312751,SESAU-HRB,0050.072218/2022-94,0038312751
Despacho 0038533041,SESAU-GECOMP,0050.072218/2022-94,0038533041
Despacho 0038543239,HEURO-ASGAB,0050.072218/2022-94,0038543239
Certidão 2 (0038583419),HICD-GAF,0050.072218/2022-94,0038583419
Despacho 0038616412,HRC-DG,0050.072218/2022-94,0038616412
Despacho 0038673298,CEMETRON-DG,0050.072218/2022-94,0038673298
Despacho 0038741317,SESAU-GECOMP,0050.072218/2022-94,0038741317
Despacho 0038786897,SESAU-GECOMP,0050.072218/2022-94,0038786897
Despacho 0038855732,SESAU-GECOMP,0050.072218/2022-94,0038855732
Despacho 0038911212,SESAU-GECOMP,0050.072218/2022-94,0038911212
Despacho 0038922006,HB-DG,0050.072218/2022-94,0038922006
Despacho 0038953979,SESAU-GECOMP,0050.072218/2022-94,0038953979
Nota 2661 (0039332067),SESAU-GECOMP,0050.072218/2022-94,0039332067
Estudo Técnico 0039403130,SESAU-GECOMP,0050.072218/2022-94,0039403130
Informação 1215 (0039411122),SESAU-GECOMP,0050.072218/2022-94,0039411122
Informação 31 (0039425558),SESAU-GECOMP,0050.072218/2022-94,0039425558
Informação 1229 (0039431889),SESAU-GECOMP,0050.072218/2022-94,0039431889
Nota 2802 (0039601789),SESAU-GECOMP,0050.072218/2022-94,0039601789
Estudo Técnico 0039603133,HB-GAD,0050.072218/2022-94,0039603133
Informação 1283 (0039628296),HB-GAD,0050.072218/2022-94,0039628296
Informação 39 (0039640719),SESAU-GECOMP,0050.072218/2022-94,0039640719
Informação 1287 (0039645216),SESAU-GECOMP,0050.072218/2022-94,0039645216
Informação 1327 (0039755918),JPII-DG,0050.072218/2022-94,0039755918
Despacho 0039984053,CEMETRON-DG,0050.072218/2022-94,0039984053
Certidão 47 (0040209782),SESAU-GECOMP,0050.072218/2022-94,0040209782
Despacho 0040209798,SESAU-GECOMP,0050.072218/2022-94,0040209798
Estudo Técnico 0040215630,SESAU-GECOMP,0050.072218/2022-94,0040215630
Informação 1521 (0040221261),SESAU-GECOMP,0050.072218/2022-94,0040221261
Despacho 0040223841,SESAU-GECOMP,0050.072218/2022-94,0040223841
Despacho 0040250895,HB-DG,0050.072218/2022-94,0040250895
Informação 1566 (0040321534),HRC-DG,0050.072218/2022-94,0040321534
Informação 2065 (0041429267),HEURO-ASGAB,0050.072218/2022-94,0041429267
Memorando 1092 (0041581136),SESAU-GECOMP,0050.072218/2022-94,0041581136
Autorização 0041581243,HB-DG,0050.072218/2022-94,0041581243
Despacho 0041972290,HB-GAD,0050.072218/2022-94,0041972290
Despacho 0041994340,SESAU-GECOMP,0050.072218/2022-94,0041994340
Memorando 196 (0041998425),SESAU-GECOMP,0050.072218/2022-94,0041998425
Memorando 329 (0042106002),SESAU-GECOMP,0050.072218/2022-94,0042106002
Despacho 0042124998,SESAU-GECOMP,0050.072218/2022-94,0042124998
Despacho 0042194061,SESAU-GECOMP,0050.072218/2022-94,0042194061
Errata 0042378988,SESAU-GECOMP,0050.072218/2022-94,0042378988
Despacho 0042007316,SESAU-GECOMP,0050.072218/2022-94,0042007316
Termo de Referência - DESCONSIDERAR (0042527326),JPII-GAD,0050.072218/2022-94,0042527326
Informação 2635 (0043018390),CEMETRON-DG,0050.072218/2022-94,0043018390
Termo de Referência - DESCONSIDERAR (0042692904),SESAU-GECOMP,0050.072218/2022-94,0042692904
SAMS - DESCONSIDERAR (0042146846),SESAU-CO,0050.072218/2022-94,0042146846
Termo de Referência - DESCONSIDERAR (0043357294),SESAU-GECOMP,0050.072218/2022-94,0043357294
SAMS - DESCONSIDERAR (0043359541),SUPEL-CAP,0050.072218/2022-94,0043359541
Informação 2747 - DISPONIBIL. BLOCO ASS. (0043490352),SUPEL-CAP,0050.072218/2022-94,0043490352
Informação 49 (0043505208),SUPEL-CA,0050.072218/2022-94,0043505208
Despacho 0043531398,SUPEL-NP,0050.072218/2022-94,0043531398
Informação 2773 - DISPONIBIL. BLOCO ASS. (0043556678),SUPEL-NP,0050.072218/2022-94,0043556678
Análise 33 (0043573485),SUPEL-ALFA,0050.072218/2022-94,0043573485
Ofício 47093 (0043596218),SESAU-GECOMP,0050.072218/2022-94,0043596218
Análise 715 (0043701370),SESAU-CO,0050.072218/2022-94,0043701370
Despacho 0043714311,SESAU-CO,0050.072218/2022-94,0043714311
Despacho DESCONSIDERAR (0043759664),SESAU-GECOMP,0050.072218/2022-94,0043759664
Análise 375 (0044112230),SESAU-GECOMP,0050.072218/2022-94,0044112230
Despacho 0044112260,SESAU-GECOMP,0050.072218/2022-94,0044112260
Despacho 0044251154,SUPEL-ALFA,0050.072218/2022-94,0044251154
Despacho 0044254776,SUPEL-NP,0050.072218/2022-94,0044254776
Despacho - GARANTIA MÍNIMA (0044369718),SUPEL-CPEAP,0050.072218/2022-94,0044369718
Informação 2978 - DISPONIBIL. BLOCO ASS. (0044389457),SUPEL-CPEAP,0050.072218/2022-94,0044389457
Despacho 0044440248,SUPEL-CPEAP,0050.072218/2022-94,0044440248
Termo de Referência 0044253629,SUPEL-CPEAP,0050.072218/2022-94,0044253629
SAMS 0044375553,SESAU-GECOMP,0050.072218/2022-94,0044375553
Despacho à SUPEL (0044253632),SESAU-CO,0050.072218/2022-94,0044253632
Despacho 0044477208,SESAU-CO,0050.072218/2022-94,0044477208
Despacho 0044527102,SESAU-GECOMP,0050.072218/2022-94,0044527102
Cotação do banco de preços (0044662717),SESAU-GECOMP,0050.072218/2022-94,0044662717
